31,721
31,723
31,725
31,727
31,729
32,731
32,733
32,735
32,737
33,739
34,740
35,742
36,744
37,746
37,748
38,749
39,751
40,753
41,755
41,757
42,759
43,760
44,762
45,764
46,766
47,768
47,770
48,771
49,773
50,775
51,777
52,779
52,781
53,782
54,784
55,786
56,788
57,790
58,791
59,793
60,795
61,796
62,798
63,800
64,801
65,803
66,805
66,807
67,809
68,811
69,812
70,814
71,815
73,817
74,819
75,820
77,821
78,823
80,824
81,825
82,826
84,828
85,829
87,830
88,832
89,833
91,834
92,836
93,837
95,838
96,840
98,842
99,843
100,844
101,846
103,847
104,849
105,850
107,851
108,853
109,854
111,856
112,857
114,858
116,859
118,860
120,860
122,860
123,859
125,859
127,859
129,859
131,860
133,860
135,861
137,861
139,861
141,861
143,860
145,860
147,860
149,860
151,860
153,860
155,860
157,860
159,861
161,861
162,860
164,860
166,859
168,859
170,858
172,857
173,856
175,855
177,854
179,853
181,852
182,851
184,850
186,849
187,848
189,847
191,846
193,845
195,844
196,843
197,841
198,840
200,838
201,837
202,835
203,833
204,832
206,830
207,829
208,827
209,826
210,824
212,823
214,822
215,820
216,819
217,817
217,814
217,812
217,810
218,808
219,807
221,807
223,807
224,806
224,804
224,801
224,799
224,796
224,794
226,794
228,795
230,795
231,794
232,792
233,790
234,788
235,787
237,786
238,784
239,782
239,780
239,777
239,775
240,773
242,773
244,773
245,774
247,774
249,775
251,776
253,777
254,778
256,779
258,779
260,779
262,780
264,781
266,781
267,781
268,783
268,785
268,787
268,790
268,792
268,794
269,796
270,798
271,800
272,802
273,803
274,805
275,807
277,807
279,807
281,808
283,809
285,809
286,810
288,810
290,810
292,810
294,810
296,810
298,810
300,809
302,809
304,809
306,808
308,808
310,807
312,806
313,805
315,804
317,803
319,803
321,803
322,801
323,799
324,797
325,796
326,794
327,792
328,790
329,790
331,789
331,787
331,784
333,784
335,783
336,782
338,782
340,781
342,781
344,781
346,780
348,780
350,779
352,779
353,778
355,778
357,777
359,777
361,777
363,776
365,775
367,774
368,773
370,772
372,772
374,771
375,770
377,769
379,768
381,767
382,766
383,764
385,763
386,761
387,760
389,759
391,758
392,757
394,755
395,754
397,753
398,752
400,750
401,749
403,747
404,746
406,745
407,744
409,743
411,742
412,741
414,739
415,738
417,736
418,735
420,734
421,733
423,731
425,730
426,729
428,728
429,727
430,725
432,723
433,722
435,721
436,719
436,717
437,715
439,714
441,713
443,712
444,711
444,709
445,707
446,705
448,704
450,703
450,702
451,699
451,697
451,695
452,693
453,692
453,689
453,687
453,684
454,683
455,682
457,682
458,681
459,678
459,676
460,674
460,672
460,670
461,668
461,666
461,664
462,662
463,660
465,660
467,660
469,660
471,660
473,660
475,660
477,660
479,660
480,659
482,658
484,658
486,658
488,658
490,658
492,658
494,658
496,659
498,659
500,659
502,659
504,659
506,659
508,659
510,658
512,658
514,659
516,659
518,659
520,659
522,659
524,659
526,659
528,659
530,659
531,658
533,658
535,658
537,658
539,658
541,658
543,658
545,658
547,658
549,657
551,657
553,657
555,657
557,657
559,657
561,657
562,658
564,659
565,660
565,661
566,662
566,664
567,666
567,668
567,670
567,672
566,674
566,677
565,679
565,682
564,684
564,687
563,690
563,692
562,695
562,698
562,700
561,703
561,705
561,707
561,709
561,712
561,714
562,715
562,717
563,719
563,721
564,723
565,725
565,727
566,729
567,730
568,732
569,734
570,736
570,738
571,740
572,741
574,743
575,744
576,746
577,747
579,749
580,750
582,752
583,753
585,755
586,756
587,757
588,759
590,761
591,762
593,763
594,764
596,766
597,767
599,768
600,769
602,771
604,772
605,773
607,774
609,775
611,776
612,777
614,777
616,777
618,779
620,779
621,780
623,782
625,783
626,784
628,785
630,785
632,785
633,786
635,787
637,787
639,787
641,788
643,789
644,790
646,791
648,792
650,792
652,792
654,793
656,793
658,794
660,794
662,794
663,795
665,795
667,795
669,796
671,796
673,796
675,797
677,797
679,797
681,798
683,798
685,798
687,798
688,799
690,799
692,800
694,801
696,801
698,801
700,802
702,802
704,803
706,803
708,803
709,804
711,804
713,804
715,805
717,805
719,805
721,805
723,806
725,806
727,806
729,807
731,807
733,807
735,807
737,807
739,807
741,807
743,808
745,808
747,808
748,809
750,809
752,809
754,809
756,809
758,809
760,809
762,809
764,809
766,809
768,809
770,809
772,809
774,809
776,809
778,810
780,810
782,810
784,811
786,811
788,811
790,811
792,811
794,811
796,812
798,812
800,812
802,812
804,812
806,812
808,812
810,812
812,812
814,812
816,812
818,812
820,812
822,812
824,813
826,813
828,813
830,813
832,813
834,813
836,814
837,814
839,814
841,814
843,814
845,814
847,814
850,814
851,815
853,815
855,815
857,816
859,816
861,816
863,816
865,816
867,817
869,817
871,817
873,817
875,817
877,817
879,818
881,818
883,818
885,818
887,818
889,818
891,818
892,819
894,819
896,820
898,820
900,820
902,820
904,820
906,821
908,821
910,821
912,821
914,821
916,821
918,821
920,821
922,821
924,822
926,821
928,821
930,821
932,821
934,821
936,821
938,821
940,821
942,821
944,821
946,821
948,821
949,820
952,820
954,820
956,820
958,820
959,820
961,819
963,819
965,819
967,819
969,819
971,819
973,818
975,818
977,818
979,818
981,818
983,818
985,817
987,817
989,817
991,817
993,816
995,816
996,815
998,815
1000,814
1001,813
1003,812
1004,810
1005,809
1007,808
1008,806
1009,804
1010,803
1011,801
1012,799
1013,797
1014,795
1015,793
1015,791
1016,788
